Segment/Level 1,Family/Level 2,Class/Level 3,Commodity/Level 4,UNSPSC,Seg,Fam,Cla,Com,Notes
Tools and Test Equipment,Hand Tools,Wrenches,Spanner Wrench Pins,,,,,,
Tools and Test Equipment,Hand Tools,Wrenches,Spanner Wrenches & Sets,,,,,,
Tools and Test Equipment,Hand Tools,Wrenches,Torque Wrench Accessories,,,,,,
Tools and Test Equipment,Hand Tools,Wrenches,Torque Wrench Interchangeable Heads,,,,,,
Tools and Test Equipment,Hand Tools,Wrenches,Torque Wrench Meters & Calibrators,,,,,,
Tools and Test Equipment,Hand Tools,Wrenches,Torque Wrench Multipliers,,,,,,
Tools and Test Equipment,Hand Tools,Wrenches,Torque Wrenches,,,,,,
Tools and Test Equipment,Hand Tools,Wrenches,Torque Wrenches & Accessories,,,,,,
Tools and Test Equipment,Hand Tools,Wrenches,Wrench Accessories,,,,,,
Tools and Test Equipment,Hand Tools,Wrenches,Wrench Sets,,,,,,
Tools and Test Equipment,Hand Tools,Wrenches,,,,,,,
Tools and Test Equipment,Holemaking,Broaches,Broach Hardware,,,,,,
Tools and Test Equipment,Holemaking,Broaches,Broach Hardware,,,,,,
Tools and Test Equipment,Holemaking,Broaches,Hexagon Broaches,,,,,,
Tools and Test Equipment,Holemaking,Broaches,Keyway Broaches & Sets,,,,,,
Tools and Test Equipment,Holemaking,Broaches,Keyway Broaches & Sets,,,,,,
Tools and Test Equipment,Holemaking,Broaches,"Rotary Broaches, Holders & Accessories",,,,,,
Tools and Test Equipment,Holemaking,Broaches,"Rotary Broaches, Holders & Accessories",,,,,,
Tools and Test Equipment,Holemaking,Broaches,Square Broaches,,,,,,
Tools and Test Equipment,Holemaking,Center Drills (Combination Drill & Countersinks) & Spotting Drills,Center Drills,,,,,,
Tools and Test Equipment,Holemaking,Center Drills (Combination Drill & Countersinks) & Spotting Drills,Center Drills,,,,,,
Tools and Test Equipment,Holemaking,Center Drills (Combination Drill & Countersinks) & Spotting Drills,Spotting Drills & Sets,,,,,,
Tools and Test Equipment,Holemaking,Center Drills (Combination Drill & Countersinks) & Spotting Drills,Spotting Drills & Sets,,,,,,
Tools and Test Equipment,Holemaking,Counterbores & Porting Tools,Blade-Type Counterbores,,,,,,
Tools and Test Equipment,Holemaking,Counterbores & Porting Tools,Blade-Type Counterbores,,,,,,
Tools and Test Equipment,Holemaking,Counterbores & Porting Tools,Blade-Type Counterbores,,,,,,
Tools and Test Equipment,Holemaking,Counterbores & Porting Tools,Combination Drill & Counterbores,,,,,,
Tools and Test Equipment,Holemaking,Counterbores & Porting Tools,Interchangeable-Pilot Counterbores & Counterbore Pilots,,,,,,
Tools and Test Equipment,Holemaking,Counterbores & Porting Tools,Interchangeable-Pilot Counterbores & Counterbore Pilots,,,,,,
Tools and Test Equipment,Holemaking,Counterbores & Porting Tools,Interchangeable-Pilot Counterbores & Counterbore Pilots,,,,,,
Tools and Test Equipment,Holemaking,Counterbores & Porting Tools,Porting Tools & Inserts,,,,,,
Tools and Test Equipment,Holemaking,Counterbores & Porting Tools,Reverse Counterbores (Spot Facers),,,,,,
Tools and Test Equipment,Holemaking,Counterbores & Porting Tools,Solid Counterbores,,,,,,
Tools and Test Equipment,Holemaking,Counterbores & Porting Tools,Solid Pilot Counterbores & Sets,,,,,,
Tools and Test Equipment,Holemaking,Counterbores & Porting Tools,Solid Pilot Counterbores & Sets,,,,,,
Tools and Test Equipment,Holemaking,"Countersinks, Chamfer Mills & Back Chamfers",Chamfer Mills & Back Chamfers,,,,,,
Tools and Test Equipment,Holemaking,"Countersinks, Chamfer Mills & Back Chamfers",Chamfer Mills & Back Chamfers,,,,,,
Tools and Test Equipment,Holemaking,"Countersinks, Chamfer Mills & Back Chamfers",Chamfer Mills & Back Chamfers,,,,,,
Tools and Test Equipment,Holemaking,"Countersinks, Chamfer Mills & Back Chamfers",Countersink Accessories,,,,,,
Tools and Test Equipment,Holemaking,"Countersinks, Chamfer Mills & Back Chamfers",Countersink Accessories,,,,,,
Tools and Test Equipment,Holemaking,"Countersinks, Chamfer Mills & Back Chamfers",Countersink Accessories,,,,,,
Tools and Test Equipment,Holemaking,"Countersinks, Chamfer Mills & Back Chamfers",Countersink Accessories,,,,,,
Tools and Test Equipment,Holemaking,"Countersinks, Chamfer Mills & Back Chamfers",Countersinks & Sets,,,,,,
Tools and Test Equipment,Holemaking,"Countersinks, Chamfer Mills & Back Chamfers",Countersinks & Sets,,,,,,
Tools and Test Equipment,Holemaking,"Countersinks, Chamfer Mills & Back Chamfers",Countersinks & Sets,,,,,,
Tools and Test Equipment,Holemaking,"Countersinks, Chamfer Mills & Back Chamfers",Countersinks & Sets,,,,,,
Tools and Test Equipment,Holemaking,"Countersinks, Chamfer Mills & Back Chamfers",Countersinks & Sets,,,,,,
Tools and Test Equipment,Holemaking,"Countersinks, Chamfer Mills & Back Chamfers",Countersinks & Sets,,,,,,
Tools and Test Equipment,Holemaking,Drilling & Drill Bits,Circuit Board Drill Bits,,,,,,
Tools and Test Equipment,Holemaking,Drilling & Drill Bits,Drill Bit Accessories,20121613,20,12,16,13,
Tools and Test Equipment,Holemaking,Drilling & Drill Bits,Drill Bit Accessories,20121613,20,12,16,13,
Tools and Test Equipment,Holemaking,Drilling & Drill Bits,Drill Bit Accessories,20121613,20,12,16,13,
Tools and Test Equipment,Holemaking,Drilling & Drill Bits,Drill Bit Accessories,20121613,20,12,16,13,
Tools and Test Equipment,Holemaking,Drilling & Drill Bits,Drill Bit Accessories,20121613,20,12,16,13,
Tools and Test Equipment,Holemaking,Drilling & Drill Bits,Drill Bit Accessories,20121613,20,12,16,13,
Tools and Test Equipment,Holemaking,Drilling & Drill Bits,Drill Bit Accessories,20121613,20,12,16,13,
Tools and Test Equipment,Holemaking,Drilling & Drill Bits,Drill Bit Sets,,,,,,
Tools and Test Equipment,Holemaking,Drilling & Drill Bits,Drill Bits,,,,,,
Tools and Test Equipment,Holemaking,Drilling & Drill Bits,Drill Blanks & Sets,,,,,,
Tools and Test Equipment,Holemaking,Drilling & Drill Bits,Drill Blanks & Sets,,,,,,
Tools and Test Equipment,Holemaking,Drilling & Drill Bits,"Drill Bushings, Liners & Hardware",,,,,,
Tools and Test Equipment,Holemaking,Drilling & Drill Bits,"Drill Bushings, Liners & Hardware",,,,,,
Tools and Test Equipment,Holemaking,Drilling & Drill Bits,"Drill Bushings, Liners & Hardware",,,,,,
Tools and Test Equipment,Holemaking,Drilling & Drill Bits,Masonry Drill Bits,,,,,,
Tools and Test Equipment,Holemaking,Drilling & Drill Bits,Masonry Drill Bits,,,,,,
Tools and Test Equipment,Holemaking,Drilling & Drill Bits,Masonry Drill Bits,,,,,,
Tools and Test Equipment,Holemaking,Drilling & Drill Bits,Masonry Drill Bits,,,,,,
Tools and Test Equipment,Holemaking,Drilling & Drill Bits,Masonry Drill Bits,,,,,,
Tools and Test Equipment,Holemaking,Drilling & Drill Bits,Masonry Drill Bits,,,,,,
Tools and Test Equipment,Holemaking,Drilling & Drill Bits,Metalworking & Multipurpose Drill Bits,20111614,20,11,16,14,
Tools and Test Equipment,Holemaking,Drilling & Drill Bits,Metalworking & Multipurpose Drill Bits,20111614,20,11,16,14,
Tools and Test Equipment,Holemaking,Drilling & Drill Bits,Metalworking & Multipurpose Drill Bits,20111614,20,11,16,14,
Tools and Test Equipment,Holemaking,Drilling & Drill Bits,Metalworking & Multipurpose Drill Bits,20111614,20,11,16,14,
Tools and Test Equipment,Holemaking,Drilling & Drill Bits,Metalworking & Multipurpose Drill Bits,20111614,20,11,16,14,
Tools and Test Equipment,Holemaking,Drilling & Drill Bits,Metalworking & Multipurpose Drill Bits,20111614,20,11,16,14,
Tools and Test Equipment,Holemaking,Drilling & Drill Bits,Metalworking & Multipurpose Drill Bits,20111614,20,11,16,14,
Tools and Test Equipment,Holemaking,Drilling & Drill Bits,Metalworking & Multipurpose Drill Bits,20111614,20,11,16,14,
Tools and Test Equipment,Holemaking,Drilling & Drill Bits,Metalworking & Multipurpose Drill Bits,20111614,20,11,16,14,
Tools and Test Equipment,Holemaking,Drilling & Drill Bits,Metalworking & Multipurpose Drill Bits,20111614,20,11,16,14,
Tools and Test Equipment,Holemaking,Drilling & Drill Bits,Metalworking & Multipurpose Drill Bits,20111614,20,11,16,14,
Tools and Test Equipment,Holemaking,Drilling & Drill Bits,Metalworking & Multipurpose Drill Bits,20111614,20,11,16,14,
Tools and Test Equipment,Holemaking,Drilling & Drill Bits,Metalworking & Multipurpose Drill Bits,20111614,20,11,16,14,
Tools and Test Equipment,Holemaking,Drilling & Drill Bits,Metalworking & Multipurpose Drill Bits,20111614,20,11,16,14,
Tools and Test Equipment,Holemaking,Drilling & Drill Bits,Metalworking & Multipurpose Drill Bits,20111614,20,11,16,14,
Tools and Test Equipment,Holemaking,Drilling & Drill Bits,Metalworking & Multipurpose Drill Bits,20111614,20,11,16,14,
Tools and Test Equipment,Holemaking,Drilling & Drill Bits,Wood Drill Bits,,,,,,
Tools and Test Equipment,Holemaking,Drilling & Drill Bits,Wood Drill Bits,,,,,,
Tools and Test Equipment,Holemaking,Drilling & Drill Bits,Wood Drill Bits,,,,,,
Tools and Test Equipment,Holemaking,Drilling & Drill Bits,Wood Drill Bits,,,,,,
Tools and Test Equipment,Holemaking,Drilling & Drill Bits,Wood Drill Bits,,,,,,
Tools and Test Equipment,Holemaking,Drilling & Drill Bits,Wood Drill Bits,,,,,,
Tools and Test Equipment,Holemaking,Hole Cutters,Annular Cutters & Sets,,,,,,
Tools and Test Equipment,Holemaking,Hole Cutters,Annular Cutters & Sets,,,,,,
Tools and Test Equipment,Holemaking,Hole Cutters,Circle Cutters & Trepanning,,,,,,
Tools and Test Equipment,Holemaking,Hole Cutters,Circle Cutters & Trepanning,,,,,,
Tools and Test Equipment,Holemaking,Reamers,Adjustable & Expansion Reamers,,,,,,
Tools and Test Equipment,Holemaking,Reamers,Adjustable & Expansion Reamers,,,,,,
Tools and Test Equipment,Holemaking,Reamers,Adjustable & Expansion Reamers,,,,,,
Tools and Test Equipment,Holemaking,Reamers,Adjustable & Expansion Reamers,,,,,,
Tools and Test Equipment,Holemaking,Reamers,Bridge/Construction Reamers,,,,,,
Tools and Test Equipment,Holemaking,Reamers,Chucking Reamers & Sets,,,,,,
Tools and Test Equipment,Holemaking,Reamers,Chucking Reamers & Sets,,,,,,
Tools and Test Equipment,Holemaking,Reamers,Combination Drill & Reamers,,,,,,
Tools and Test Equipment,Holemaking,Reamers,Hand Reamers & Repairman's Reamers,,,,,,
Tools and Test Equipment,Holemaking,Reamers,Hand Reamers & Repairman's Reamers,,,,,,
Tools and Test Equipment,Holemaking,Reamers,Modular Reamers,,,,,,
Tools and Test Equipment,Holemaking,Reamers,Modular Reamers,,,,,,
Tools and Test Equipment,Holemaking,Reamers,Modular Reamers,,,,,,
Tools and Test Equipment,Holemaking,Reamers,Reamer Accessories,,,,,,
Tools and Test Equipment,Holemaking,Reamers,Reamer Accessories,,,,,,
Tools and Test Equipment,Holemaking,Reamers,Reamer Accessories,,,,,,
Tools and Test Equipment,Holemaking,Reamers,Shell Reamers & Shell Reamer Arbors,,,,,,
Tools and Test Equipment,Holemaking,Reamers,Shell Reamers & Shell Reamer Arbors,,,,,,
Tools and Test Equipment,Holemaking,Reamers,Taper Reamers,27111954,27,11,19,54,
Tools and Test Equipment,Holemaking,Reamers,Taper Reamers,27111954,27,11,19,54,
Tools and Test Equipment,Holemaking,Reamers,Taper Reamers,27111954,27,11,19,54,
Tools and Test Equipment,Holemaking,Reamers,Taper Reamers,27111954,27,11,19,54,
Tools and Test Equipment,Holemaking,Reamers,Taper Reamers,27111954,27,11,19,54,
Tools and Test Equipment,Holemaking,Reamers,Taper Reamers,27111954,27,11,19,54,
Tools and Test Equipment,Holemaking,Reamers,Taper Reamers,27111954,27,11,19,54,
Tools and Test Equipment,"Inspecting, Detecting & Testing Instruments",Agricultural Meters,,,,,,,
Tools and Test Equipment,"Inspecting, Detecting & Testing Instruments",Asphalt Testing,,,,,,,
Tools and Test Equipment,"Inspecting, Detecting & Testing Instruments",Automotive Testing,,,,,,,
Tools and Test Equipment,"Inspecting, Detecting & Testing Instruments","Calibration, Digital Readout & Data Recording",,,,,,,
Tools and Test Equipment,"Inspecting, Detecting & Testing Instruments",Concrete Testing,,,,,,,
Tools and Test Equipment,"Inspecting, Detecting & Testing Instruments",Detecting Tools,Metal Detectors & Magnetic Locators,,,,,,
Tools and Test Equipment,"Inspecting, Detecting & Testing Instruments",Detecting Tools,"Natural Gas, Carbon Monoxide & Refrigerant Detectors",,,,,,
Tools and Test Equipment,"Inspecting, Detecting & Testing Instruments",Go/No Go Gages & Accessories,Go/No Go Gage Accessories,,,,,,
Tools and Test Equipment,"Inspecting, Detecting & Testing Instruments",Go/No Go Gages & Accessories,Go/No Go Gage Accessories,,,,,,
Tools and Test Equipment,"Inspecting, Detecting & Testing Instruments",Go/No Go Gages & Accessories,Go/No Go Gage Accessories,,,,,,
Tools and Test Equipment,"Inspecting, Detecting & Testing Instruments",Go/No Go Gages & Accessories,Go/No Go Gage Accessories,,,,,,
Tools and Test Equipment,"Inspecting, Detecting & Testing Instruments",Go/No Go Gages & Accessories,Plug & Pin Go/No Go Gages & Accessories,,,,,,
Tools and Test Equipment,"Inspecting, Detecting & Testing Instruments",Go/No Go Gages & Accessories,Plug & Pin Go/No Go Gages & Accessories,,,,,,
Tools and Test Equipment,"Inspecting, Detecting & Testing Instruments",Go/No Go Gages & Accessories,Plug & Pin Go/No Go Gages & Accessories,,,,,,
Tools and Test Equipment,"Inspecting, Detecting & Testing Instruments",Go/No Go Gages & Accessories,Plug & Pin Go/No Go Gages & Accessories,,,,,,
Tools and Test Equipment,"Inspecting, Detecting & Testing Instruments",Go/No Go Gages & Accessories,Plug & Pin Go/No Go Gages & Accessories,,,,,,
Tools and Test Equipment,"Inspecting, Detecting & Testing Instruments",Go/No Go Gages & Accessories,Plug Thread Go/No Go Gages & Sets,,,,,,
Tools and Test Equipment,"Inspecting, Detecting & Testing Instruments",Go/No Go Gages & Accessories,Plug Thread Go/No Go Gages & Sets,,,,,,
Tools and Test Equipment,"Inspecting, Detecting & Testing Instruments",Go/No Go Gages & Accessories,Plug Thread Go/No Go Gages & Sets,,,,,,
Tools and Test Equipment,"Inspecting, Detecting & Testing Instruments",Go/No Go Gages & Accessories,Plug Thread Go/No Go Gages & Sets,,,,,,
Tools and Test Equipment,"Inspecting, Detecting & Testing Instruments",Go/No Go Gages & Accessories,Plug Thread Go/No Go Gages & Sets,,,,,,
Tools and Test Equipment,"Inspecting, Detecting & Testing Instruments",Go/No Go Gages & Accessories,Ring Thread Go/No Go Gages & Sets,,,,,,
Tools and Test Equipment,"Inspecting, Detecting & Testing Instruments",Go/No Go Gages & Accessories,Ring Thread Go/No Go Gages & Sets,,,,,,
Tools and Test Equipment,"Inspecting, Detecting & Testing Instruments",Inspection and Retrieving Tools,,,,,,,
Tools and Test Equipment,"Inspecting, Detecting & Testing Instruments",Optical Inspection Equipment,"Borescopes, Inspection Cameras & Video Borescopes",,,,,,
Tools and Test Equipment,"Inspecting, Detecting & Testing Instruments",Optical Inspection Equipment,"Borescopes, Inspection Cameras & Video Borescopes",,,,,,
Tools and Test Equipment,"Inspecting, Detecting & Testing Instruments",Optical Inspection Equipment,"Borescopes, Inspection Cameras & Video Borescopes",,,,,,
Tools and Test Equipment,"Inspecting, Detecting & Testing Instruments",Optical Inspection Equipment,Fiber Optic Illuminators & Accessories,,,,,,
Tools and Test Equipment,"Inspecting, Detecting & Testing Instruments",Optical Inspection Equipment,Fiber Optic Illuminators & Accessories,,,,,,
Tools and Test Equipment,"Inspecting, Detecting & Testing Instruments",Optical Inspection Equipment,Inspection Lights & Mirrors,,,,,,
Tools and Test Equipment,"Inspecting, Detecting & Testing Instruments",Optical Inspection Equipment,Inspection Lights & Mirrors,,,,,,
Tools and Test Equipment,"Inspecting, Detecting & Testing Instruments",Optical Inspection Equipment,Inspection Lights & Mirrors,,,,,,
Tools and Test Equipment,"Inspecting, Detecting & Testing Instruments",Optical Inspection Equipment,Inspection Lights & Mirrors,,,,,,
Tools and Test Equipment,"Inspecting, Detecting & Testing Instruments",Optical Inspection Equipment,"Inspection Surface Plates, Stands & Accessories",,,,,,
Tools and Test Equipment,"Inspecting, Detecting & Testing Instruments",Optical Inspection Equipment,"Inspection Surface Plates, Stands & Accessories",,,,,,
Tools and Test Equipment,"Inspecting, Detecting & Testing Instruments",Optical Inspection Equipment,"Inspection Surface Plates, Stands & Accessories",,,,,,
Tools and Test Equipment,"Inspecting, Detecting & Testing Instruments",Optical Inspection Equipment,"Inspection Surface Plates, Stands & Accessories",,,,,,
Tools and Test Equipment,"Inspecting, Detecting & Testing Instruments",Optical Inspection Equipment,"Microscopes, Magnifiers & Loupes",41111713,41,11,17,13,
Tools and Test Equipment,"Inspecting, Detecting & Testing Instruments",Optical Inspection Equipment,"Microscopes, Magnifiers & Loupes",41111713,41,11,17,13,
Tools and Test Equipment,"Inspecting, Detecting & Testing Instruments",Optical Inspection Equipment,"Microscopes, Magnifiers & Loupes",41111713,41,11,17,13,
Tools and Test Equipment,"Inspecting, Detecting & Testing Instruments",Optical Inspection Equipment,"Microscopes, Magnifiers & Loupes",41111713,41,11,17,13,
Tools and Test Equipment,"Inspecting, Detecting & Testing Instruments",Optical Inspection Equipment,"Microscopes, Magnifiers & Loupes",41111713,41,11,17,13,
Tools and Test Equipment,"Inspecting, Detecting & Testing Instruments",Optical Inspection Equipment,"Microscopes, Magnifiers & Loupes",41111713,41,11,17,13,
Tools and Test Equipment,"Inspecting, Detecting & Testing Instruments",Optical Inspection Equipment,"Microscopes, Magnifiers & Loupes",41111713,41,11,17,13,
Tools and Test Equipment,"Inspecting, Detecting & Testing Instruments",Optics & Visual Inspection,,,,,,,
Tools and Test Equipment,"Inspecting, Detecting & Testing Instruments",Pavement Quality,,,,,,,
Tools and Test Equipment,"Inspecting, Detecting & Testing Instruments","Testing Tools, Meters & Comparators",Airflow Meters & Accessories,,,,,,
Tools and Test Equipment,"Inspecting, Detecting & Testing Instruments","Testing Tools, Meters & Comparators",Airflow Meters & Accessories,,,,,,
Tools and Test Equipment,"Inspecting, Detecting & Testing Instruments","Testing Tools, Meters & Comparators",Coating Adhesion Testers & Accessories,,,,,,
Tools and Test Equipment,"Inspecting, Detecting & Testing Instruments","Testing Tools, Meters & Comparators",Coating Adhesion Testers & Accessories,,,,,,
Tools and Test Equipment,"Inspecting, Detecting & Testing Instruments","Testing Tools, Meters & Comparators",Force Gages & Torque Gages,,,,,,
Tools and Test Equipment,"Inspecting, Detecting & Testing Instruments","Testing Tools, Meters & Comparators",Force Gages & Torque Gages,,,,,,
Tools and Test Equipment,"Inspecting, Detecting & Testing Instruments","Testing Tools, Meters & Comparators",Force Gages & Torque Gages,,,,,,
Tools and Test Equipment,"Inspecting, Detecting & Testing Instruments","Testing Tools, Meters & Comparators",Hardness Testers & Durometers,,,,,,
Tools and Test Equipment,"Inspecting, Detecting & Testing Instruments","Testing Tools, Meters & Comparators",Hardness Testers & Durometers,,,,,,
Tools and Test Equipment,"Inspecting, Detecting & Testing Instruments","Testing Tools, Meters & Comparators",Hardness Testers & Durometers,,,,,,
Tools and Test Equipment,"Inspecting, Detecting & Testing Instruments","Testing Tools, Meters & Comparators",Hardness Testers & Durometers,,,,,,
Tools and Test Equipment,"Inspecting, Detecting & Testing Instruments","Testing Tools, Meters & Comparators",Hardness Testers & Durometers,,,,,,
Tools and Test Equipment,"Inspecting, Detecting & Testing Instruments","Testing Tools, Meters & Comparators",Hardness Testers & Durometers,,,,,,
